lookback_bars,z_entry,z_exit,confirm_bars,stop_multiple,momentum_threshold,min_hold_bars,skip_first_minutes,z_spread_threshold,exit_tighten_bars,exit_tighten_rate,volume_spike_multiple,per_leg_exit,time_weight_enabled,profit_factor,win_rate,sharpe,sortino,calmar,net_pnl,max_dd_pct,max_dd_dollars,total_trades,avg_winner,avg_loser,expectancy,avg_hold_bars,best_day,worst_day
60,2.0,0.5,2,4.0,0.75,3,0,2.0,15,0.01,1.3,True,False,1.2879901421467232,0.495253164556962,2.327966518680141,6.793797392965637,5.124510571652306,32719.99999999997,0.06348811772894501,6385.0,1264,233.76198083067092,-178.0799373040753,25.88607594936706,8.58623417721519,10085.0,-1985.0
60,2.0,0.5,2,4.0,0.75,3,0,2.0,15,0.04,1.5,True,False,1.1995620399440683,0.499063670411985,2.0446783797603962,3.596678614398655,3.084828711256127,18910.00000000006,0.061083154800458374,6130.0,1068,213.25984990619148,-177.11682242990653,17.705992509363348,9.308988764044944,3470.0,-3040.0
60,2.0,0.5,2,4.0,0.75,3,0,2.0,15,0.04,1.0,False,False,1.1005341293958577,0.4870689655172414,1.6733734363408268,3.65703534475398,3.047889610389594,18774.999999999898,0.060534591194968554,6160.0,1624,259.8324905183311,-224.1926770708283,11.560960591132941,11.044950738916256,10680.0,-3290.0
60,2.0,0.5,2,4.0,0.75,3,0,2.0,15,0.02,1.3,False,False,1.1627899276525988,0.49528301886792453,2.144726494688893,5.267080539137632,4.220171673819713,24582.499999999825,0.052390160543238744,5825.0,1272,278.7142857142855,-235.2141744548287,19.32586477987408,11.922169811320755,10680.0,-3755.0
60,2.0,0.5,2,4.0,0.75,3,0,2.0,40,0.01,1.3,True,False,1.2879901421467232,0.495253164556962,2.327966518680141,6.793797392965637,5.124510571652306,32719.99999999997,0.06348811772894501,6385.0,1264,233.76198083067092,-178.0799373040753,25.88607594936706,8.58623417721519,10085.0,-1985.0
60,2.0,0.5,2,4.0,0.75,3,0,2.0,15,0.01,1.5,True,True,1.2485682270916336,0.5082547169811321,1.927368334927312,3.3604804405290825,3.2569331158238195,19965.000000000015,0.061083154800458374,6130.0,848,232.67981438515085,-192.61390887290167,23.543632075471717,10.57311320754717,3470.0,-3040.0
60,2.0,0.5,2,4.0,0.75,3,0,2.0,15,0.02,1.5,True,True,1.2485682270916336,0.5082547169811321,1.927368334927312,3.3604804405290825,3.2569331158238195,19965.000000000015,0.061083154800458374,6130.0,848,232.67981438515085,-192.61390887290167,23.543632075471717,10.57311320754717,3470.0,-3040.0
60,2.0,0.5,2,4.0,0.75,3,0,2.0,15,0.02,1.3,True,True,1.3195741740665858,0.4969387755102041,2.089850921005833,6.14266360030327,4.889584964761155,31219.99999999997,0.06359878480003985,6385.0,980,264.7073921971252,-198.159229208925,31.85714285714282,9.743877551020407,10085.0,-1985.0
60,2.0,0.5,2,4.0,0.75,3,0,2.0,15,0.01,1.3,False,True,1.2361766051851393,0.5081632653061224,2.248094928774655,5.821066437963986,4.547892720306485,29674.99999999981,0.059036417100203575,6525.0,980,311.89257028112445,-260.67946058091314,30.280612244897767,13.229591836734693,10680.0,-3425.0
60,2.0,0.5,2,4.0,0.75,3,0,2.0,40,0.01,1.3,True,True,1.3195741740665858,0.4969387755102041,2.089850921005833,6.14266360030327,4.889584964761155,31219.99999999997,0.06359878480003985,6385.0,980,264.7073921971252,-198.159229208925,31.85714285714282,9.743877551020407,10085.0,-1985.0
60,2.0,0.5,2,4.0,0.75,3,0,2.0,25,0.02,1.3,False,True,1.2408391552715892,0.5102040816326531,2.293814496694955,5.957390590711706,4.6360153256704715,30249.999999999825,0.059036417100203575,6525.0,980,311.7049999999999,-261.6718750000003,30.86734693877533,13.274489795918367,10680.0,-3425.0
60,2.0,0.5,2,4.0,0.75,3,0,2.0,15,0.01,1.5,False,False,1.1890781709376752,0.5101102941176471,2.403648074877895,4.187454576480641,3.458428680396633,22669.999999999927,0.06501363749070171,6555.0,1088,256.8783783783783,-224.94840525328334,20.836397058823465,12.254595588235293,3590.0,-3755.0
60,2.0,0.5,2,4.0,0.75,3,0,2.0,15,0.02,1.3,False,True,1.2372702471274653,0.5081632653061224,2.2475233197904423,5.8380133856561685,4.632581648522524,29787.499999999825,0.058176883058131644,6430.0,980,311.9076305220883,-260.4616182572617,30.395408163265135,13.221428571428572,10680.0,-3425.0
60,2.0,0.5,2,4.0,0.75,3,0,2.0,25,0.02,1.0,False,True,1.1703678985567694,0.5008445945945946,2.0278624600616073,4.775944078865375,4.127324171382365,25527.499999999927,0.05640932099046924,6185.0,1184,295.7251264755481,-253.53214890016935,21.560388513513455,12.443412162162161,10680.0,-2960.0
60,2.0,0.5,2,4.0,0.75,3,0,2.0,25,0.01,1.5,False,False,1.1819661995053583,0.5119485294117647,2.378539311558203,4.128350912320884,3.367276887871845,22072.49999999994,0.06501363749070171,6555.0,1088,257.4012567324955,-228.43691148775895,20.287224264705834,12.342830882352942,3590.0,-3755.0
60,2.0,0.5,2,4.0,0.75,3,0,2.0,15,0.02,1.5,True,False,1.1995620399440683,0.499063670411985,2.0446783797603962,3.596678614398655,3.084828711256127,18910.00000000006,0.061083154800458374,6130.0,1068,213.25984990619148,-177.11682242990653,17.705992509363348,9.308988764044944,3470.0,-3040.0
60,2.0,0.5,2,4.0,0.75,3,0,2.0,15,0.01,1.0,False,True,1.1664804096542285,0.49915540540540543,1.9813331045453735,4.6562167004993205,4.034357316087294,24952.499999999913,0.05640932099046924,6185.0,1184,295.82910321489004,-252.75295109612162,21.074746621621554,12.40625,10680.0,-2960.0
60,2.0,0.5,2,4.0,0.75,3,0,2.0,25,0.01,1.5,False,True,1.2734191889916566,0.5280373831775701,2.4846224556433394,4.425782393806624,4.036086309523794,27122.499999999898,0.06665013637490702,6720.0,856,279.4690265486726,-245.53836633663394,31.68516355140175,13.776869158878505,3870.0,-3425.0
60,2.0,0.5,2,4.0,0.75,3,0,2.0,15,0.01,1.3,True,True,1.3195741740665858,0.4969387755102041,2.089850921005833,6.14266360030327,4.889584964761155,31219.99999999997,0.06359878480003985,6385.0,980,264.7073921971252,-198.159229208925,31.85714285714282,9.743877551020407,10085.0,-1985.0
60,2.0,0.5,2,4.0,0.75,3,0,2.0,15,0.02,1.0,True,True,1.2359569818758311,0.4949664429530201,1.766493787257984,4.5439064344456295,3.4788376500315983,27535.000000000102,0.0788385875790627,7915.0,1192,244.4576271186442,-193.84551495016606,23.099832214765183,8.791107382550335,10085.0,-2875.0
60,2.0,0.5,2,4.0,0.75,3,0,2.0,15,0.01,1.5,True,False,1.1995620399440683,0.499063670411985,2.0446783797603962,3.596678614398655,3.084828711256127,18910.00000000006,0.061083154800458374,6130.0,1068,213.25984990619148,-177.11682242990653,17.705992509363348,9.308988764044944,3470.0,-3040.0
60,2.0,0.5,2,4.0,0.75,3,0,2.0,25,0.02,1.5,True,False,1.1995620399440683,0.499063670411985,2.0446783797603962,3.596678614398655,3.084828711256127,18910.00000000006,0.061083154800458374,6130.0,1068,213.25984990619148,-177.11682242990653,17.705992509363348,9.308988764044944,3470.0,-3040.0
60,2.0,0.5,2,4.0,0.75,3,0,2.0,15,0.04,1.5,False,True,1.270361126674475,0.5257009345794392,2.337848997757237,4.1358369057455535,3.9494047619047423,26539.99999999987,0.06665013637490702,6720.0,856,277.1222222222222,-241.78571428571456,31.00467289719611,13.655373831775702,3870.0,-3425.0
60,2.0,0.5,2,4.0,0.75,3,0,2.0,40,0.01,1.3,False,False,1.1561353511530383,0.4960691823899371,2.134788966484041,5.207021188204056,4.025760135135103,23832.49999999981,0.05324459234608985,5920.0,1272,279.6711568938191,-238.12792511700476,18.73624213836463,12.038522012578616,10680.0,-3755.0
60,2.0,0.5,2,4.0,0.75,3,0,2.0,15,0.04,1.0,True,True,1.2359569818758311,0.4949664429530201,1.766493787257984,4.5439064344456295,3.4788376500315983,27535.000000000102,0.0788385875790627,7915.0,1192,244.4576271186442,-193.84551495016606,23.099832214765183,8.791107382550335,10085.0,-2875.0
60,2.0,0.5,2,4.0,0.75,3,0,2.0,25,0.02,1.0,True,True,1.2359569818758311,0.4949664429530201,1.766493787257984,4.5439064344456295,3.4788376500315983,27535.000000000102,0.0788385875790627,7915.0,1192,244.4576271186442,-193.84551495016606,23.099832214765183,8.791107382550335,10085.0,-2875.0
60,2.0,0.5,2,4.0,0.75,3,0,2.0,40,0.01,1.0,True,True,1.2359569818758311,0.4949664429530201,1.766493787257984,4.5439064344456295,3.4788376500315983,27535.000000000102,0.0788385875790627,7915.0,1192,244.4576271186442,-193.84551495016606,23.099832214765183,8.791107382550335,10085.0,-2875.0
60,2.0,0.5,2,4.0,0.75,3,0,2.0,15,0.02,1.0,False,False,1.1101975882997779,0.4883004926108374,1.792206610830571,3.9635169532821033,3.3104417670682635,20607.49999999994,0.0564344318027288,6225.0,1624,261.80643127364425,-225.03610108303246,12.689347290640358,11.113916256157635,10680.0,-3290.0
60,2.0,0.5,2,4.0,0.75,3,0,2.0,15,0.01,1.3,False,False,1.1600489102595866,0.4944968553459119,2.1353339642912372,5.229825391360546,4.090371621621587,24214.999999999796,0.05324459234608985,5920.0,1272,279.0341812400634,-235.29937791601876,19.03694968553443,11.931603773584905,10680.0,-3755.0
