lookback_bars,z_entry,z_exit,confirm_bars,stop_multiple,momentum_threshold,min_hold_bars,skip_first_minutes,profit_factor,win_rate,sharpe,sortino,calmar,net_pnl,max_dd_pct,max_dd_dollars,total_trades,avg_winner,avg_loser,expectancy,avg_hold_bars,best_day,worst_day
30,1.5,0.5,3,2.0,0.65,3,30,0.9540648555673592,0.4838403041825095,-0.6850266177291483,-0.9752081750666531,-0.4026607538802712,-4540.000000000058,0.10994100726439472,11275.0,1052,185.25540275049136,-182.01657458563565,-4.315589353612229,9.752851711026617,3385.0,-1825.0
30,1.5,0.3,3,4.0,0.65,3,0,0.9454515491100853,0.4812734082397004,-0.33579394747925556,-0.4502386672164401,-0.7271528998242557,-8275.00000000003,0.1095864028118831,11380.0,1068,279.03696498054484,-273.82671480144427,-7.748127340824002,16.53370786516854,3385.0,-4165.0
30,1.5,0.5,3,2.0,0.75,5,0,0.9243162055335961,0.4771386430678466,-0.31883864659327454,-0.42439540160014055,-1.025932276039448,-11967.50000000016,0.11195892120165082,11665.0,1356,225.9003091190109,-223.02538787024005,-8.825589970501595,12.224188790560472,2340.0,-2540.0
30,1.5,0.3,3,3.0,0.75,3,0,0.902567690477856,0.49255952380952384,-0.6589389176969683,-0.8125211237973048,-1.0771967821782196,-17407.50000000003,0.15348815120862422,16160.0,1344,243.58761329305136,-261.96847507331387,-12.952008928571454,13.930059523809524,1980.0,-6425.0
30,1.5,0.3,3,3.0,0.75,5,30,0.9128116156373095,0.4898753894080997,-0.5485894064021503,-0.7125373649936075,-1.0191156914893675,-15327.500000000087,0.14232989495599507,15040.0,1284,255.11923688394273,-268.39312977099246,-11.937305295950225,15.976635514018692,2340.0,-3605.0
30,1.5,0.3,3,2.0,0.65,5,30,0.9033984760385393,0.4826923076923077,-0.9875240124917406,-1.3306346611374544,-0.6692844677137905,-11505.000000000058,0.16650523053080202,17190.0,1040,214.32768924302798,-221.37081784386638,-11.062500000000062,11.754807692307692,3385.0,-2395.0
30,1.5,0.3,3,2.0,0.65,5,0,0.9098196789453887,0.4807692307692308,-0.9060234904008108,-1.206890587802547,-0.6329535982217315,-11390.000000000058,0.1722256783270326,17995.0,1092,218.88095238095252,-222.7557319223988,-10.430402930402977,11.56868131868132,3385.0,-2395.0
30,1.5,0.3,3,4.0,0.75,5,0,0.8834064243565307,0.48338368580060426,-0.5296179853440054,-0.6677134958019239,-1.3650537634408673,-25390.00000000013,0.17674727989737254,18600.0,1324,300.5859375000001,-318.3698830409359,-19.176737160120943,18.516616314199396,3815.0,-5335.0
30,1.5,0.3,3,3.0,0.75,5,0,0.8915186097782386,0.4873134328358209,-0.7401400756186481,-0.9170951669638379,-1.1878727634194863,-20912.50000000006,0.16733995532531723,17605.0,1340,263.18912710566616,-280.604075691412,-15.606343283582138,15.041791044776119,2340.0,-5915.0
30,1.5,0.5,2,2.0,0.65,5,30,0.9734522258506618,0.49544226873733965,-0.7969836974619174,-1.1080425983816198,-0.5349471530855913,-15690.000000000393,0.27429159263069297,29330.0,5924,196.0204429301533,-197.7283372365341,-2.648548278190478,9.318872383524646,4475.0,-5825.0
